price_mod,lon,lat,days_on_site,m2,bathrooms,amenities,parking_lots,num_bedrooms,top_vendor
4390000.0,-99.162549,19.419525600000004,7.0,71.0,2.0,0.0,1,2.0,True
4780000.0,-99.162549,19.419525600000004,7.0,74.0,2.0,0.0,1,1.0,True
7550000.0,-99.1649891,19.405299,7.0,120.0,3.0,0.0,2,2.0,True
2980000.0,-99.162549,19.419525600000004,7.0,39.0,1.0,0.0,1,1.0,True
3848548.0,-99.162549,19.419525600000004,7.0,37.0,1.0,0.0,1,1.0,True
4826900.0,-99.1584569,19.418160500000003,7.0,78.0,2.0,0.0,1,2.0,True
4826900.0,-99.1584569,19.418160500000003,7.0,78.0,2.0,0.0,1,2.0,True
4229827.0,-99.1649891,19.405299,7.0,74.0,2.0,0.0,1,2.0,True
4483800.0,-99.162549,19.419525600000004,7.0,78.0,1.0,0.0,1,2.0,True
3615970.0,-99.14951070000001,19.4356338,7.0,45.0,1.0,0.0,1,1.0,True
2980000.0,-99.162549,19.419525600000004,7.0,39.0,1.0,0.0,1,1.0,True
4250000.0,-99.162549,19.419525600000004,7.0,67.0,2.0,0.0,1,1.0,True
4335000.0,-99.162549,19.419525600000004,7.0,69.0,2.0,0.0,1,1.0,True
3725000.0,-99.162549,19.419525600000004,7.0,57.0,1.0,0.0,1,1.0,True
4330000.0,-99.162549,19.419525600000004,7.0,65.0,2.0,0.0,1,2.0,True
5145000.0,-99.1649891,19.405299,7.0,91.0,2.0,0.0,1,2.0,True
5795000.0,-99.1425459,19.394141100000002,7.0,122.0,2.0,0.0,2,3.0,True
9151840.0,-99.162549,19.419525600000004,7.0,173.0,3.0,0.0,2,2.0,True
3370000.0,-99.162549,19.419525600000004,7.0,43.0,1.0,0.0,1,1.0,True
4454120.0,-99.162549,19.419525600000004,3.0,63.0,2.0,0.0,1,1.0,False
14700000.0,-99.1596792,19.4158401,7.0,284.0,3.0,0.0,1,3.0,True
6084392.0,-99.14951070000001,19.4356338,5.0,145.0,2.0,0.0,1,2.0,True
2942543.0,-99.170374,19.4021495,3.0,111.0,2.0,0.0,1,3.0,False
6853000.0,-99.15772679999999,19.4124955,4.0,132.0,2.0,4.0,1,2.0,False
6084392.0,-99.14951070000001,19.4356338,5.0,145.0,2.0,0.0,1,2.0,True
4100000.0,-99.1649891,19.405299,7.0,78.0,2.0,0.0,1,2.0,True
14700000.0,-99.1596792,19.4158401,7.0,284.0,3.0,0.0,2,3.0,True
2327000.0,-99.1675301,19.407944,3.0,96.0,2.0,0.0,1,3.0,False
4290000.0,-99.15772679999999,19.4124955,4.0,59.0,1.0,3.0,1,2.0,False
4312000.0,-99.15772679999999,19.4124955,4.0,64.0,2.0,4.0,1,2.0,False
3269750.0,-99.15772679999999,19.4124955,4.0,41.0,1.0,2.0,1,1.0,False
3429250.0,-99.15772679999999,19.4124955,4.0,43.0,1.0,2.0,1,1.0,False
6600000.0,-99.15772679999999,19.4124955,4.0,126.0,2.0,4.0,1,2.0,False
4202000.0,-99.15772679999999,19.4124955,4.0,63.0,2.0,4.0,1,2.0,False
4631000.0,-99.15772679999999,19.4124955,4.0,76.0,1.0,3.0,1,2.0,False
3840000.0,-99.15772679999999,19.4124955,4.0,51.0,1.0,2.0,1,1.0,False
4279000.0,-99.15772679999999,19.4124955,4.0,62.0,2.0,4.0,1,2.0,False
9401000.0,-99.162549,19.419525600000004,6.0,157.0,3.0,7.0,2,3.0,False
4100000.0,-99.1649891,19.405299,7.0,78.0,2.0,0.0,1,2.0,True
3640000.0,-99.162549,19.419525600000004,7.0,57.0,1.0,0.0,1,1.0,True
3370000.0,-99.162549,19.419525600000004,7.0,43.0,1.0,0.0,1,1.0,True
4229827.0,-99.1649891,19.405299,7.0,74.0,2.0,0.0,2,2.0,True
5006474.0,-99.1612825,19.4126449,7.0,82.0,2.0,0.0,2,2.0,True
3370000.0,-99.162549,19.419525600000004,7.0,43.0,1.0,0.0,1,1.0,True
9859115.0,-99.1649891,19.405299,7.0,141.0,2.0,4.0,1,2.0,False
4229827.0,-99.1600444,19.4076742,7.0,74.0,2.0,0.0,2,2.0,True
4100000.0,-99.1649891,19.405299,6.0,67.0,2.0,4.0,1,2.0,False
5145000.0,-99.1649891,19.405299,7.0,91.0,2.0,0.0,1,2.0,True
2980000.0,-99.1636483,19.421867499999998,7.0,39.0,1.0,0.0,1,1.0,True
5950000.0,-99.157579,19.4247667,7.0,91.0,2.0,0.0,1,2.0,True
8250000.0,-99.14951070000001,19.4356338,7.0,167.0,2.0,0.0,1,2.0,True
10249470.0,-99.14951070000001,19.4356338,7.0,162.0,2.0,0.0,2,3.0,True
6990000.0,-99.1638207,19.4063936,4.0,140.0,2.0,4.0,2,2.0,False
4997000.0,-99.1649891,19.405299,7.0,70.0,2.0,4.0,1,2.0,False
8584000.0,-99.1615075,19.4130477,7.0,144.0,2.0,0.0,2,2.0,True
9990000.0,-99.1638207,19.4063936,4.0,286.0,2.0,5.0,2,3.0,False
5950000.0,-99.14951070000001,19.4356338,5.0,90.0,2.0,0.0,1,2.0,True
4747034.0,-99.1649891,19.405299,6.0,77.0,2.0,4.0,2,2.0,False
6909413.0,-99.1680476,19.4029252,1.0,111.0,2.0,5.0,2,3.0,False
8500000.0,-99.1684745,19.410757999999998,365.0,160.0,2.0,5.0,1,3.0,False
8000000.0,-99.1624745,19.416757999999998,365.0,150.0,2.0,5.0,1,3.0,False
6137930.0,-99.1824032,19.4020693,210.0,134.0,2.0,4.0,1,2.0,False
8500000.0,-99.1654745,19.413757999999998,60.0,160.0,2.0,5.0,1,3.0,False
8000000.0,-99.1654745,19.413757999999998,60.0,150.0,2.0,5.0,1,3.0,False
4695000.0,-99.178499,19.420787,180.0,85.0,2.0,4.0,1,2.0,False
4570000.0,-99.1561012,19.4067443,60.0,95.0,2.0,0.0,1,2.0,False
6288450.0,-99.1824457,19.402055800000003,50.0,94.0,2.0,4.0,1,2.0,False
7040000.0,-99.1609595,19.4100208,18.0,122.0,2.0,6.0,1,3.0,False
4527000.0,-99.14581,19.441631,60.0,73.0,2.0,4.0,1,2.0,False
4827000.0,-99.1843968,19.400076000000002,60.0,77.0,2.0,4.0,1,2.0,False
4450000.0,-99.1572585,19.4124914,35.0,76.0,1.0,3.0,1,2.0,False
14148523.0,-99.16147729999999,19.4130341,270.0,193.0,3.0,0.0,2,3.0,False
13333718.0,-99.16147729999999,19.4130341,270.0,91.0,2.0,0.0,2,2.0,False
7140000.0,-99.16806,19.402928399999997,90.0,111.0,2.0,5.0,2,3.0,False
10900000.0,-99.16814129999999,19.431132199999997,330.0,172.0,5.0,8.0,2,3.0,False
8400000.0,-99.162549,19.419525600000004,365.0,140.0,2.0,5.0,3,2.0,False
6000000.0,-99.1690601,19.401928299999998,150.0,113.0,2.0,5.0,2,3.0,False
5500000.0,-99.1642866,19.4120249,365.0,77.0,2.0,4.0,1,2.0,False
6900000.0,-99.1696874,19.4202853,330.0,158.0,2.0,3.0,2,1.0,False
12700000.0,-99.1286416,19.444624100000002,90.0,284.0,3.0,7.0,2,3.0,False
3489158.0,-99.1716012,19.4172482,270.0,36.0,1.0,2.0,1,1.0,False
11317200.0,-99.16620259999999,19.405256299999998,60.0,190.0,2.0,5.0,1,2.0,False
7568500.0,-99.1618723,19.4078138,17.0,151.0,2.0,6.0,2,3.0,False
6250000.0,-99.16663709999999,19.4155297,300.0,107.0,2.0,4.0,1,2.0,False
6890000.0,-99.16608719999999,19.404951800000003,330.0,113.0,2.0,5.0,2,3.0,False
6990000.0,-99.1564692,19.4222565,270.0,161.0,3.0,5.0,2,2.0,False
4157000.0,-99.1649891,19.405299,365.0,84.0,2.0,5.0,1,3.0,False
11670000.0,-99.1596792,19.4158401,240.0,201.0,2.0,5.0,2,3.0,False
6995000.0,-99.1588,19.4189,120.0,121.0,1.0,0.0,1,2.0,False
9995000.0,-99.16501070000001,19.4031573,270.0,218.0,2.0,5.0,2,2.0,False
6900000.0,-99.1695894,19.4202448,365.0,160.0,2.0,4.0,2,2.0,False
8800000.0,-99.1461,19.4451,46.0,146.0,3.0,5.0,1,2.0,False
9950000.0,-99.16501070000001,19.4031573,270.0,220.0,2.0,5.0,2,2.0,False
5093660.0,-99.16178790000001,19.408933899999997,35.0,78.0,2.0,4.0,1,2.0,True
6836397.0,-99.16178790000001,19.408933899999997,35.0,114.0,2.0,4.0,1,2.0,True
5073260.0,-99.16178790000001,19.408933899999997,35.0,78.0,2.0,4.0,1,2.0,True
9000000.0,-99.1642694,19.4202688,46.0,192.0,3.0,5.0,2,2.0,False
4935667.0,-99.16178790000001,19.408933899999997,35.0,75.0,2.0,4.0,1,2.0,True
8850000.0,-99.1572585,19.4124914,35.0,127.0,2.0,5.0,2,2.0,False
6501913.0,-99.16178790000001,19.408933899999997,35.0,107.0,2.0,4.0,1,2.0,True
4332353.0,-99.16178790000001,19.408933899999997,35.0,67.0,2.0,4.0,1,2.0,True
4352753.0,-99.16178790000001,19.408933899999997,35.0,67.0,2.0,4.0,1,2.0,True
4894867.0,-99.16178790000001,19.408933899999997,35.0,75.0,2.0,4.0,1,2.0,True
4061000.0,-99.1681,19.401320000000002,39.0,84.0,2.0,0.0,1,3.0,False
6100000.0,-99.1564692,19.4222565,270.0,180.0,3.0,5.0,2,2.0,False
4617866.0,-99.16178790000001,19.408933899999997,35.0,77.0,2.0,4.0,1,2.0,True
4272137.0,-99.16178790000001,19.408933899999997,35.0,65.0,2.0,4.0,1,2.0,True
4393553.0,-99.16178790000001,19.408933899999997,35.0,67.0,2.0,4.0,1,2.0,True
4251737.0,-99.16178790000001,19.408933899999997,35.0,65.0,2.0,4.0,1,2.0,True
4570000.0,-99.1628061,19.405824300000003,39.0,95.2,2.0,0.0,1,2.0,False
4915267.0,-99.16178790000001,19.408933899999997,35.0,75.0,2.0,4.0,1,2.0,True
4494244.0,-99.1610013,19.4137406,25.0,53.0,1.0,2.0,1,1.0,False
8500000.0,-99.1654703,19.413676000000002,21.0,152.0,3.0,6.0,1,3.0,True
3750000.0,-99.16194,19.418227899999998,26.0,87.0,2.0,5.0,1,3.0,False
4492244.0,-99.16520140000002,19.418153,39.0,53.02,1.0,0.0,1,1.0,False
11248826.0,-99.1610013,19.4137406,25.0,129.0,3.0,6.0,2,3.0,False
7651263.0,-99.1662218,19.4046152,35.0,141.0,2.0,5.0,2,2.0,True
4995000.0,-99.16525340000001,19.4229547,180.0,85.0,2.0,0.0,1,2.0,False
5700000.0,-99.17106009999999,19.3999283,150.0,104.0,2.0,4.0,2,2.0,False
7463773.0,-99.1610013,19.4137406,25.0,102.0,2.0,4.0,1,2.0,False
8521860.0,-99.16431870000001,19.409084699999998,365.0,107.0,2.0,4.0,1,2.0,False
6795000.0,-99.16158320000001,19.412940300000002,330.0,116.0,1.0,2.0,1,1.0,False
3250000.0,-99.1619184,19.423454100000004,44.0,70.0,1.0,2.0,1,1.0,False
8952615.0,-99.1662218,19.4046152,35.0,244.0,2.0,5.0,2,2.0,True
8850000.0,-99.1662218,19.4046152,35.0,228.0,2.0,5.0,2,2.0,True
4441570.0,-99.1651635,19.4109247,56.0,74.0,2.0,0.0,1,2.0,False
7299250.0,-99.1651635,19.4109247,56.0,89.0,2.0,0.0,1,2.0,False
7550000.0,-99.1662218,19.4046152,270.0,120.24,2.0,0.0,2,2.0,False
839652.0,-99.15833149999999,19.424552,33.0,80.0,2.0,0.0,1,2.0,False
8026715.0,-99.1610013,19.4137406,25.0,102.0,2.0,4.0,2,2.0,False
4419100.0,-99.1651635,19.4109247,56.0,74.0,2.0,0.0,1,2.0,False
6111850.0,-99.1651722,19.4109231,35.0,150.0,2.0,4.0,1,2.0,True
10833000.0,-99.15821679999999,19.4153499,90.0,129.0,2.0,0.0,2,3.0,False
9670000.0,-99.1690601,19.401928299999998,365.0,149.0,2.0,5.0,2,3.0,False
6790000.0,-99.17106009999999,19.3999283,365.0,112.0,2.0,5.0,2,3.0,False
5700000.0,-99.1649891,19.405299,365.0,90.0,2.0,4.0,2,2.0,False
7752143.0,-99.1662218,19.4046152,35.0,134.0,2.0,5.0,2,2.0,True
7126687.0,-99.1662218,19.4046152,35.0,126.0,2.0,5.0,2,2.0,True
7449503.0,-99.1662218,19.4046152,35.0,130.0,2.0,5.0,2,2.0,True
7348623.0,-99.1662218,19.4046152,35.0,136.0,2.0,5.0,2,2.0,True
7282720.0,-99.1651635,19.4109247,56.0,88.0,2.0,0.0,1,2.0,False
4992850.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
5956650.0,-99.1651635,19.4109247,56.0,86.0,2.0,0.0,1,2.0,False
6958000.0,-99.1628061,19.405824300000003,39.0,128.0,3.0,0.0,2,3.0,False
13170500.0,-99.16197159999999,19.415384799999998,45.0,112.0,2.0,5.0,2,2.0,False
4377600.0,-99.15821679999999,19.4153499,90.0,57.0,1.0,0.0,1,1.0,False
6030150.0,-99.1651635,19.4109247,56.0,93.0,2.0,0.0,1,2.0,False
5924650.0,-99.1651635,19.4109247,56.0,92.0,2.0,0.0,1,2.0,False
5937050.0,-99.1651635,19.4109247,56.0,93.0,2.0,0.0,1,2.0,False
6767250.0,-99.1651635,19.4109247,56.0,93.0,2.0,0.0,1,2.0,False
4655643.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
4916300.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
5704875.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
9119400.0,-99.1651635,19.4109247,56.0,99.0,2.0,0.0,1,2.0,False
5843950.0,-99.1651635,19.4109247,56.0,93.0,2.0,0.0,1,2.0,False
5750850.0,-99.1651635,19.4109247,56.0,93.0,2.0,0.0,1,2.0,False
6017550.0,-99.1651635,19.4109247,56.0,92.0,2.0,0.0,1,2.0,False
5831750.0,-99.1651635,19.4109247,56.0,92.0,2.0,0.0,1,2.0,False
6747750.0,-99.1651635,19.4109247,56.0,92.0,2.0,0.0,1,2.0,False
6915220.0,-99.1651635,19.4109247,56.0,89.0,2.0,0.0,1,2.0,False
7574580.0,-99.1651635,19.4109247,56.0,89.0,2.0,0.0,1,2.0,False
6969200.0,-99.1651635,19.4109247,56.0,84.0,2.0,0.0,1,2.0,False
4612462.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
4632090.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
4592835.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
5041460.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
4710600.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
5222500.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
5069400.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
5324960.0,-99.1651635,19.4109247,56.0,78.0,2.0,0.0,1,2.0,False
4985050.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
4908500.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
4700054.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
4831950.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
4755400.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
9025380.0,-99.1651635,19.4109247,56.0,103.0,2.0,0.0,1,2.0,False
4839750.0,-99.1651635,19.4109247,56.0,76.0,2.0,0.0,1,2.0,False
8982870.0,-99.1651635,19.4109247,56.0,103.0,2.0,0.0,1,2.0,False
6303500.0,-99.1651635,19.4109247,56.0,86.0,2.0,0.0,1,2.0,False
6216700.0,-99.1651635,19.4109247,56.0,86.0,2.0,0.0,1,2.0,False
6238400.0,-99.1651635,19.4109247,56.0,86.0,2.0,0.0,1,2.0,False
6173300.0,-99.1651635,19.4109247,56.0,86.0,2.0,0.0,1,2.0,False
11050000.0,-99.1660064,19.4052016,120.0,293.0,2.0,6.0,2,3.0,False
4643350.0,-99.1651722,19.4109231,21.0,83.0,2.0,4.0,1,2.0,True
4900000.0,-99.1639891,19.406299,180.0,105.0,2.0,5.0,1,3.0,False
7040000.0,-99.162138,19.409823100000004,27.0,142.0,2.0,6.0,1,3.0,False
4441570.0,-99.1651722,19.4109231,35.0,74.0,2.0,4.0,1,2.0,True
5751680.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,2,2.0,True
4676520.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
3500000.0,-99.16520140000002,19.418153,39.0,88.0,1.0,0.0,1,2.0,False
5150000.0,-99.1572693,19.4128016,730.0,96.5,2.0,0.0,1,2.0,False
10030000.0,-99.1710872,19.3999518,365.0,159.0,2.0,5.0,2,3.0,False
11720768.0,-99.16147729999999,19.4130341,270.0,100.0,2.0,0.0,2,2.0,False
13868600.0,-99.15821679999999,19.4153499,90.0,164.0,3.0,0.0,3,3.0,False
5463500.0,-99.15821679999999,19.4153499,90.0,77.0,2.0,0.0,1,2.0,False
4100000.0,-99.156675,19.4043152,150.0,99.0,2.0,4.0,1,2.0,False
9591000.0,-99.15821679999999,19.4153499,90.0,107.0,2.0,0.0,2,2.0,False
10600000.0,-99.166438,19.4182766,90.0,160.0,2.0,4.0,2,2.0,False
6037000.0,-99.1649891,19.405299,365.0,92.0,2.0,4.0,2,2.0,False
8550000.0,-99.16158320000001,19.412940300000002,330.0,114.0,2.0,4.0,1,2.0,False
6500000.0,-99.15877490000001,19.4203566,20.0,140.0,2.0,6.0,1,3.0,False
22330000.0,-99.1575732,19.409584600000002,300.0,154.0,2.0,0.0,2,3.0,False
4676520.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
4829620.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
4419100.0,-99.1651722,19.4109231,35.0,74.0,2.0,4.0,1,2.0,True
4419100.0,-99.1651722,19.4109231,35.0,74.0,2.0,4.0,1,2.0,True
5135820.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
5999560.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,2,2.0,True
4753070.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
5222500.0,-99.1651722,19.4109231,35.0,83.0,2.0,4.0,1,2.0,True
4949550.0,-99.1651722,19.4109231,35.0,83.0,2.0,4.0,1,2.0,True
5064690.0,-99.1651722,19.4109231,35.0,93.0,2.0,4.0,1,2.0,True
6360510.0,-99.1651722,19.4109231,35.0,131.0,2.0,4.0,1,2.0,True
6042960.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,2,2.0,True
10600000.0,-99.15964749999999,19.4168211,46.0,161.0,2.0,5.0,2,3.0,False
6290450.0,-99.1651722,19.4109231,35.0,119.0,2.0,4.0,1,2.0,True
5856980.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,1,2.0,True
6229380.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,1,2.0,True
6042960.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,1,2.0,True
4829620.0,-99.1651722,19.4109231,35.0,81.0,2.0,4.0,1,2.0,True
4632090.0,-99.1651722,19.4109231,35.0,78.0,2.0,4.0,1,2.0,True
4612462.0,-99.1651722,19.4109231,35.0,78.0,2.0,4.0,1,2.0,True
5845980.0,-99.1651722,19.4109231,35.0,93.0,2.0,4.0,1,2.0,True
4710600.0,-99.1651722,19.4109231,35.0,78.0,2.0,4.0,1,2.0,True
6129760.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,1,2.0,True
5999560.0,-99.1651722,19.4109231,35.0,97.0,2.0,4.0,2,2.0,True
4655643.0,-99.1651722,19.4109231,35.0,78.0,2.0,4.0,1,2.0,True
6306550.0,-99.1651722,19.4109231,35.0,120.0,2.0,4.0,1,2.0,True
